RXDDRGID,RXDDRUG,RXDINGFL,RXDDCI1A,RXDDCI1B,RXDDCI1C,RXDDCI2A,RXDDCI2B,RXDDCI2C,RXDDCI3A,RXDDCI3B,RXDDCI3C,RXDDCI4A,RXDDCI4B,RXDDCI4C,RXDICI1A,RXDICI1B,RXDICI1C,RXDICI2A,RXDICI2B,RXDICI2C,RXDICI3A,RXDICI3B,RXDICI3C,RXDICI4A,RXDICI4B,RXDICI4C,RXDICI5A,RXDICI5B,RXDICI5C,RXDICI6A,RXDICI6B,RXDICI6C,RXDDCN1A,RXDDCN1B,RXDDCN1C,RXDDCN2A,RXDDCN2B,RXDDCN2C,RXDDCN3A,RXDDCN3B,RXDDCN3C,RXDDCN4A,RXDDCN4B,RXDDCN4C,RXDICN1A,RXDICN1B,RXDICN1C,RXDICN2A,RXDICN2B,RXDICN2C,RXDICN3A,RXDICN3B,RXDICN3C,RXDICN4A,RXDICN4B,RXDICN4C,RXDICN5A,RXDICN5B,RXDICN5C,RXDICN6A,RXDICN6B,RXDICN6C
b'd03831',b'NILUTAMIDE',1.0,20.0,24.0,,97.0,420.0,,,,,,,,20.0,24.0,,97.0,420.0,,,,,,,,,,,,,,b'ANTINEOPLASTICS',b'ANTINEOPLASTIC HORMONES',b'',b'HORMONES/HORMONE MODIFIERS',b'ANTIANDROGENS',b'',b'',b'',b'',b'',b'',b'',b'ANTINEOPLASTICS',b'ANTINEOPLASTIC HORMONES',b'',b'HORMONES/HORMONE MODIFIERS',b'ANTIANDROGENS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03833',b'DIVALPROEX SODIUM',1.0,57.0,64.0,345.0,,,,,,,,,,57.0,64.0,345.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTICONVULSANTS',b'FATTY ACID DERIVATIVE ANTICONVULSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTICONVULSANTS',b'FATTY ACID DERIVATIVE ANTICONVULSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03835',b'MOEXIPRIL',1.0,40.0,42.0,,,,,,,,,,,40.0,42.0,,,,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03836',b'ACITRETIN',1.0,105.0,270.0,,,,,,,,,,,105.0,270.0,,,,,,,,,,,,,,,,,b'MISCELLANEOUS AGENTS',b'ANTIPSORIATICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'MISCELLANEOUS AGENTS',b'ANTIPSORIATICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03838',b'VALACYCLOVIR',1.0,1.0,7.0,229.0,,,,,,,,,,1.0,7.0,229.0,,,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'PURINE NUCLEOSIDES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'PURINE NUCLEOSIDES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03839',b'MYCOPHENOLATE MOFETIL',1.0,254.0,104.0,444.0,,,,,,,,,,254.0,104.0,444.0,,,,,,,,,,,,,,,,b'IMMUNOLOGIC AGENTS',b'IMMUNOSUPPRESSIVE AGENTS',b'SELECTIVE IMMUNOSUPPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'IMMUNOLOGIC AGENTS',b'IMMUNOSUPPRESSIVE AGENTS',b'SELECTIVE IMMUNOSUPPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03844',b'DIRITHROMYCIN',1.0,1.0,11.0,304.0,,,,,,,,,,1.0,11.0,304.0,,,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'MACROLIDE DERIVATIVES',b'MACROLIDES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'MACROLIDE DERIVATIVES',b'MACROLIDES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03846',b'ACARBOSE',1.0,358.0,99.0,216.0,,,,,,,,,,358.0,99.0,216.0,,,,,,,,,,,,,,,,b'METABOLIC AGENTS',b'ANTIDIABETIC AGENTS',b'ALPHA-GLUCOSIDASE INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'METABOLIC AGENTS',b'ANTIDIABETIC AGENTS',b'ALPHA-GLUCOSIDASE INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03847',b'CARVEDILOL',1.0,40.0,47.0,275.0,,,,,,,,,,40.0,47.0,275.0,,,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'BETA-ADRENERGIC BLOCKING AGENTS',"b'BETA BLOCKERS, NON-CARDIOSELECTIVE'",b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'BETA-ADRENERGIC BLOCKING AGENTS',"b'BETA BLOCKERS, NON-CARDIOSELECTIVE'",b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03848',b'AZELAIC ACID TOPICAL',1.0,133.0,136.0,143.0,133.0,136.0,461.0,,,,,,,133.0,136.0,143.0,133.0,136.0,461.0,,,,,,,,,,,,,b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ACNE AGENTS',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANTI-ROSACEA AGENTS',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ACNE AGENTS',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANTI-ROSACEA AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03849',b'ALENDRONATE',1.0,358.0,409.0,217.0,,,,,,,,,,358.0,409.0,217.0,,,,,,,,,,,,,,,,b'METABOLIC AGENTS',b'BONE RESORPTION INHIBITORS',b'BISPHOSPHONATES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'METABOLIC AGENTS',b'BONE RESORPTION INHIBITORS',b'BISPHOSPHONATES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03850',b'BICALUTAMIDE',1.0,20.0,24.0,,97.0,420.0,,,,,,,,20.0,24.0,,97.0,420.0,,,,,,,,,,,,,,b'ANTINEOPLASTICS',b'ANTINEOPLASTIC HORMONES',b'',b'HORMONES/HORMONE MODIFIERS',b'ANTIANDROGENS',b'',b'',b'',b'',b'',b'',b'',b'ANTINEOPLASTICS',b'ANTINEOPLASTIC HORMONES',b'',b'HORMONES/HORMONE MODIFIERS',b'ANTIANDROGENS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03857',b'BENZOYL PEROXIDE; ERYTHROMYCIN TOPICAL',2.0,133.0,136.0,143.0,,,,,,,,,,133.0,136.0,143.0,133.0,136.0,290.0,,,,,,,,,,,,,b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ACNE AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ACNE AGENTS',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANTIBIOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03858',b'LAMIVUDINE',1.0,1.0,7.0,176.0,,,,,,,,,,1.0,7.0,176.0,,,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'NRTIS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'NRTIS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03860',b'SAQUINAVIR',1.0,1.0,7.0,175.0,,,,,,,,,,1.0,7.0,175.0,,,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'PROTEASE INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'PROTEASE INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03863',b'TRETINOIN',1.0,20.0,25.0,,,,,,,,,,,20.0,25.0,,,,,,,,,,,,,,,,,b'ANTINEOPLASTICS',b'MISCELLANEOUS ANTINEOPLASTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTINEOPLASTICS',b'MISCELLANEOUS ANTINEOPLASTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03864',b'GLIMEPIRIDE',1.0,358.0,99.0,213.0,,,,,,,,,,358.0,99.0,213.0,,,,,,,,,,,,,,,,b'METABOLIC AGENTS',b'ANTIDIABETIC AGENTS',b'SULFONYLUREAS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'METABOLIC AGENTS',b'ANTIDIABETIC AGENTS',b'SULFONYLUREAS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03873',b'ANASTROZOLE',1.0,20.0,24.0,,97.0,423.0,,,,,,,,20.0,24.0,,97.0,423.0,,,,,,,,,,,,,,b'ANTINEOPLASTICS',b'ANTINEOPLASTIC HORMONES',b'',b'HORMONES/HORMONE MODIFIERS',b'AROMATASE INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'ANTINEOPLASTICS',b'ANTINEOPLASTIC HORMONES',b'',b'HORMONES/HORMONE MODIFIERS',b'AROMATASE INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03874',b'CEFTIBUTEN',1.0,1.0,9.0,161.0,,,,,,,,,,1.0,9.0,161.0,,,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'CEPHALOSPORINS',b'THIRD GENERATION CEPHALOSPORINS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'CEPHALOSPORINS',b'THIRD GENERATION CEPHALOSPORINS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03879',b'CANNABIS',1.0,105.0,114.0,,,,,,,,,,,105.0,114.0,,,,,,,,,,,,,,,,,b'MISCELLANEOUS AGENTS',b'ILLICIT (STREET) DRUGS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'MISCELLANEOUS AGENTS',b'ILLICIT (STREET) DRUGS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03892',b'HISTAMINE PHOSPHATE',1.0,105.0,110.0,,,,,,,,,,,105.0,110.0,,,,,,,,,,,,,,,,,b'MISCELLANEOUS AGENTS',b'MISCELLANEOUS UNCATEGORIZED AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'MISCELLANEOUS AGENTS',b'MISCELLANEOUS UNCATEGORIZED AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03896',b'AMYLASE; CELLULASE; LIPASE; PROTEASE',2.0,87.0,91.0,,,,,,,,,,,87.0,91.0,,87.0,96.0,,,,,,,,,,,,,,b'GASTROINTESTINAL AGENTS',b'DIGESTIVE ENZYMES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'GASTROINTESTINAL AGENTS',b'DIGESTIVE ENZYMES',b'',b'GASTROINTESTINAL AGENTS',b'MISCELLANEOUS GI AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03906',b'PHENIRAMINE; PHENYLTOLOXAMINE; PYRILAMINE',2.0,122.0,123.0,,,,,,,,,,,57.0,67.0,70.0,122.0,123.0,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'","b'MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS'",b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03911',b'CHLORPHENIRAMINE; METHSCOPOLAMINE; PSEUDOEPHEDRINE',2.0,122.0,132.0,,,,,,,,,,,87.0,355.0,89.0,122.0,123.0,,122.0,127.0,,,,,,,,,,,b'RESPIRATORY AGENTS',b'UPPER RESPIRATORY COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'GASTROINTESTINAL AGENTS',b'FUNCTIONAL BOWEL DISORDER AGENTS',b'ANTICHOLINERGICS/ANTISPASMODICS',b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'RESPIRATORY AGENTS',b'DECONGESTANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03915',b'HYDROCODONE; POTASSIUM GUAIACOLSULFONATE',2.0,122.0,132.0,,,,,,,,,,,57.0,58.0,60.0,122.0,124.0,,122.0,128.0,,,,,,,,,,,b'RESPIRATORY AGENTS',b'UPPER RESPIRATORY COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'RESPIRATORY AGENTS',b'EXPECTORANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03927',b'BACITRACIN OPHTHALMIC',1.0,133.0,147.0,163.0,,,,,,,,,,133.0,147.0,163.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03952',b'CITRIC ACID; SODIUM CITRATE',2.0,115.0,117.0,,,,,,,,,,,87.0,95.0,,113.0,265.0,,115.0,117.0,,,,,,,,,,,b'NUTRITIONAL PRODUCTS',b'MINERALS AND ELECTROLYTES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'GASTROINTESTINAL AGENTS',b'LAXATIVES',b'',b'GENITOURINARY TRACT AGENTS',b'URINARY PH MODIFIERS',b'',b'NUTRITIONAL PRODUCTS',b'MINERALS AND ELECTROLYTES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03960',b'POTASSIUM BICARBONATE; POTASSIUM CHLORIDE',2.0,115.0,117.0,,,,,,,,,,,115.0,117.0,,,,,,,,,,,,,,,,,b'NUTRITIONAL PRODUCTS',b'MINERALS AND ELECTROLYTES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'NUTRITIONAL PRODUCTS',b'MINERALS AND ELECTROLYTES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03962',b'POTASSIUM BICARBONATE; POTASSIUM CITRATE',2.0,115.0,117.0,,,,,,,,,,,113.0,265.0,,115.0,117.0,,,,,,,,,,,,,,b'NUTRITIONAL PRODUCTS',b'MINERALS AND ELECTROLYTES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'GENITOURINARY TRACT AGENTS',b'URINARY PH MODIFIERS',b'',b'NUTRITIONAL PRODUCTS',b'MINERALS AND ELECTROLYTES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03965',b'BACITRACIN; POLYMYXIN B OPHTHALMIC',2.0,133.0,147.0,163.0,,,,,,,,,,133.0,147.0,163.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03971',b'EPINEPHRINE OPHTHALMIC',1.0,133.0,147.0,164.0,,,,,,,,,,133.0,147.0,164.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC GLAUCOMA AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC GLAUCOMA AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03973',b'ERYTHROMYCIN OPHTHALMIC',1.0,133.0,147.0,163.0,,,,,,,,,,133.0,147.0,163.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03974',b'GENTAMICIN OPHTHALMIC',1.0,133.0,147.0,163.0,,,,,,,,,,133.0,147.0,163.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03977',b'OFLOXACIN OPHTHALMIC',1.0,133.0,147.0,163.0,,,,,,,,,,133.0,147.0,163.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03980',b'SULFISOXAZOLE OPHTHALMIC',1.0,133.0,147.0,163.0,,,,,,,,,,133.0,147.0,163.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03981',b'TETRACAINE OPHTHALMIC',1.0,133.0,147.0,287.0,,,,,,,,,,133.0,147.0,287.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANESTHETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANESTHETICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03984',b'RITONAVIR',1.0,1.0,7.0,175.0,1.0,7.0,480.0,,,,,,,1.0,7.0,175.0,1.0,7.0,480.0,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'PROTEASE INHIBITORS',b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'ANTIVIRAL BOOSTERS',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'PROTEASE INHIBITORS',b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'ANTIVIRAL BOOSTERS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03985',b'INDINAVIR',1.0,1.0,7.0,175.0,,,,,,,,,,1.0,7.0,175.0,,,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'PROTEASE INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'PROTEASE INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03990',b'CARBAMIDE PEROXIDE OTIC',1.0,133.0,148.0,393.0,,,,,,,,,,133.0,148.0,393.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OTIC PREPARATIONS',b'CERUMENOLYTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OTIC PREPARATIONS',b'CERUMENOLYTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd03996',b'DIENESTROL TOPICAL',1.0,97.0,101.0,183.0,133.0,151.0,269.0,,,,,,,97.0,101.0,183.0,133.0,151.0,269.0,,,,,,,,,,,,,b'HORMONES/HORMONE MODIFIERS',b'SEX HORMONES',b'ESTROGENS',b'TOPICAL AGENTS',b'VAGINAL PREPARATIONS',b'MISCELLANEOUS VAGINAL AGENTS',b'',b'',b'',b'',b'',b'',b'HORMONES/HORMONE MODIFIERS',b'SEX HORMONES',b'ESTROGENS',b'TOPICAL AGENTS',b'VAGINAL PREPARATIONS',b'MISCELLANEOUS VAGINAL AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd04008',b'TRANDOLAPRIL',1.0,40.0,42.0,,,,,,,,,,,40.0,42.0,,,,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd04009',b'DOCETAXEL',1.0,20.0,26.0,,,,,,,,,,,20.0,26.0,,,,,,,,,,,,,,,,,b'ANTINEOPLASTICS',b'MITOTIC INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTINEOPLASTICS',b'MITOTIC INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd04010',b'GEMCITABINE',1.0,20.0,23.0,,,,,,,,,,,20.0,23.0,,,,,,,,,,,,,,,,,b'ANTINEOPLASTICS',b'ANTIMETABOLITES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTINEOPLASTICS',b'ANTIMETABOLITES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd04011',b'INTERFERON BETA-1A',1.0,254.0,437.0,256.0,,,,,,,,,,254.0,437.0,256.0,,,,,,,,,,,,,,,,b'IMMUNOLOGIC AGENTS',b'IMMUNOSTIMULANTS',b'INTERFERONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'IMMUNOLOGIC AGENTS',b'IMMUNOSTIMULANTS',b'INTERFERONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd04012',b'TERBINAFINE',1.0,1.0,4.0,237.0,,,,,,,,,,1.0,4.0,237.0,,,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'ANTIFUNGALS',b'MISCELLANEOUS ANTIFUNGALS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'ANTIFUNGALS',b'MISCELLANEOUS ANTIFUNGALS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd04015',b'ADAPALENE TOPICAL',1.0,133.0,136.0,143.0,,,,,,,,,,133.0,136.0,143.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ACNE AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ACNE AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd04017',b'LATANOPROST OPHTHALMIC',1.0,133.0,147.0,164.0,,,,,,,,,,133.0,147.0,164.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC GLAUCOMA AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC GLAUCOMA AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd04025',b'MIRTAZAPINE',1.0,242.0,249.0,307.0,,,,,,,,,,242.0,249.0,307.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'TETRACYCLIC ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'TETRACYCLIC ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd04026',b'IRINOTECAN',1.0,20.0,25.0,,,,,,,,,,,20.0,25.0,,,,,,,,,,,,,,,,,b'ANTINEOPLASTICS',b'MISCELLANEOUS ANTINEOPLASTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTINEOPLASTICS',b'MISCELLANEOUS ANTINEOPLASTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd04029',b'NEVIRAPINE',1.0,1.0,7.0,227.0,,,,,,,,,,1.0,7.0,227.0,,,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'NNRTIS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'NNRTIS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd04031',b'PILOCARPINE',1.0,57.0,312.0,,,,,,,,,,,57.0,312.0,,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'CHOLINERGIC AGONISTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'CHOLINERGIC AGONISTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
